window,mean_hr,sd_hr,max_hr,min_hr,label,subject
35,76.56076563982656,4.352420081429151,83.8323353293681,64.41717791411061,0,S10
36,86.13137481826945,8.22618829416218,106.06060606058072,71.79487179486175,0,S10
37,75.85333199130233,6.8242556491288715,93.95973154359969,60.43165467625266,0,S10
38,75.3758709266062,6.813415857252667,88.98305084750426,63.6363636363689,4,S10
39,76.3286135375511,7.0773312094403025,89.93576017133984,62.314540059353405,4,S10
40,75.3539839507092,9.135653678540676,89.17197452236118,40.152963671120986,4,S10
41,77.14611609243053,9.69419324727357,93.75000000001866,59.57446808511253,4,S10
42,78.10309286355965,9.292562165669283,92.92035398222647,60.60606060604613,4,S10
43,78.54500476207102,8.080697204621503,92.71523178804745,62.686567164197825,4,S10
44,83.26491651109896,10.053364117281628,104.47761194034625,62.78026905829545,4,S10
45,82.8504084961225,2.9629114748918273,88.60759493671294,76.36363636359847,0,S10
46,89.62368668911925,10.724935780487407,118.98016997166465,71.06598984770108,0,S10
47,97.65034313872565,11.15037261670055,120,41.136141038201366,0,S10
48,89.27276219042726,22.693549169600427,119.6581196580812,41.543026706229064,0,S10
49,84.65221611500913,28.756936067668548,120,40.69767441858428,0,S10
50,107.37839203263573,17.043186173933787,120,40.97560975610847,0,S10
51,106.21206252451373,14.581122622456022,120,60.17191977076564,0,S10
52,90.14302894607874,23.513285217049233,119.6581196580812,40.816326530605174,0,S10
53,74.44881823486251,25.3103504746311,120,40.54054054054004,0,S10
54,92.70583908004312,22.679441624520265,118.98016997177194,41.74950298210192,2,S10
55,105.23393836101691,15.36823003465242,120,41.216879293424704,2,S10
56,101.27239909136884,15.428939665971619,118.98016997166465,40.50144648023897,2,S10
57,106.00130551582981,10.858790236296992,119.6581196580812,59.82905982906774,2,S10
58,98.51849318878146,10.7142190699181,117.31843575420723,40.268456375832535,2,S10
59,97.52536301960521,13.109455118970606,118.98016997166465,59.23836389280176,2,S10
60,100.22924749071795,22.143208115048935,119.65811965818973,40.77669902912729,2,S10
61,103.59770811229426,15.099434589957562,119.31818181821326,58.98876404493719,2,S10
62,100.9381680595439,16.646258105275226,118.98016997166465,43.076923076931116,2,S10
63,100.10045111159074,10.2475139889829,116.02209944769221,49.4117647058427,2,S10
64,101.22795856373472,10.710167488009857,120,60,2,S10
65,92.5457450982223,16.497513659174388,119.65811965818973,41.7080436941441,2,S10
66,81.81154378697735,10.864622667346392,108.52713178293604,60.957910014510894,0,S10
67,84.05014739189363,6.197175432303087,101.44927536234425,75.13416815742201,0,S10
68,82.56182755550279,8.127267640329503,99.76247030885239,61.674008810536115,0,S10
69,86.9665211945805,10.308990233899529,112.90322580647148,66.77265500792055,0,S10
70,88.20501187287019,6.794275503834767,102.94117647054418,61.85567010307654,0,S10
71,97.35396725741836,9.172829034005675,118.98016997177194,82.35294117653814,0,S10
72,93.92875154315465,5.760987788292799,106.59898477143679,77.92207792203375,0,S10
73,90.87751138094924,11.01930906545294,113.82113821150668,60.08583690988094,0,S10
74,90.08146702116113,4.628012157006928,100.23866348445293,72.9166666666639,0,S10
75,91.30726534838719,4.851325895386769,102.68948655265493,80.30592734219309,0,S10
76,93.51136866392591,3.6034727016267474,101.20481927718384,83.33333333330386,0,S10
77,95.96899859532634,4.326666078694642,103.70370370374562,83.8323353293681,0,S10
78,95.6635610250081,5.4626883616481114,109.66057441256076,81.71206225690534,0,S10
79,97.4367757912744,10.816996861273907,117.64705882368887,64.12213740457837,0,S10
80,94.9064558157335,11.417260114118255,113.8211382113103,45.405405405378616,0,S10
81,102.09965744286684,10.62889285157942,120,54.33376455369,0,S10
82,77.37377525228025,6.741499118973595,101.44927536226625,65.52262090486558,4,S10
83,77.02780581314117,6.027270322110704,90.71274298055941,65.31881804044174,4,S10
84,76.77813860139965,4.038711851468535,85.71428571430799,68.18181818180973,4,S10
85,78.87842377551192,6.2718002555822245,91.7030567685422,64.71494607088044,4,S10
86,80.23884477075423,5.70743189829369,91.90371991247851,67.6328502415455,4,S10
87,75.0552903554157,8.435315269065242,89.7435897436016,31.226765799267486,4,S10
88,81.81557073784721,7.272132233927977,103.19410319408752,68.62745098036278,4,S10
89,87.51678673682632,13.31577176502087,116.99164345412318,69.07894736844254,0,S10
90,81.10511977092017,10.1923971585034,103.44827586208194,60.51873198847611,0,S10
91,91.10929551702628,17.42266089952947,118.98016997155734,60.34482758624601,0,S10
0,79.69579902483751,18.128150570177628,96.10983981693346,37.76978417266174,0,S11
1,71.54492261372975,12.693473944180885,98.82352941176404,32.4574961360128,0,S11
2,69.30569403355801,14.830379859903019,87.68267223382321,31.57894736842096,1,S11
3,72.92079080271932,9.234951958668766,90.51724137931339,34.79701739850757,1,S11
4,68.23999866615765,17.506607951437058,92.51101321585283,35.11705685618635,1,S11
5,71.0232256553418,16.203511790230905,90.32258064514627,36.23813632441768,1,S11
6,67.63044343784397,14.419721910733987,81.39534883720621,33.98058252427275,1,S11
7,67.01217528894277,15.358154290724476,87.68267223382321,35.41315345699895,1,S11
8,65.28932658635959,16.64532841924035,84.3373493975939,35.836177474402994,1,S11
9,65.35945168280878,15.702397909639012,81.71206225681678,35.897435897435756,1,S11
10,65.84003874934595,13.335557022200996,78.35820895522866,34.7682119205323,1,S11
11,65.51061203189082,17.385331087047888,85.36585365860239,30.390738060780617,1,S11
12,68.43135883151429,12.038493190381885,80,35.23489932886086,1,S11
13,64.31398639930124,16.459836583704103,88.79492600422373,32.208588957059234,1,S11
14,73.42718636114323,22.68730397699578,93.54120267260086,30.10752688171886,1,S11
15,65.45108673879773,18.29112310432537,91.70305676857407,31.507876969244094,1,S11
16,78.17117554162921,15.248265739264317,94.3820224718995,37.36654804270762,1,S11
17,73.58671515888557,21.720100496553105,92.7152317881126,30.194104960461402,1,S11
18,82.516166818285,22.251632322558944,101.94174757285762,31.13417346182775,1,S11
19,86.19434556394367,25.729405309773917,106.06060606062336,30.905077262689723,1,S11
20,96.44941381817391,25.042288952449358,114.75409836068881,36.842105263153925,1,S11
21,101.25687439403215,22.817225699740543,115.38461538461942,35.02919099249106,1,S11
22,109.51570458618939,4.749349290771045,118.30985915484774,100.71942446041342,5,S11
23,100.59780462436062,26.398714723619054,118.64406779661901,37.80378037804201,0,S11
24,88.7904164860383,33.60887421739926,120,37.60071620411028,0,S11
25,73.03858468375786,32.87157831464844,116.99164345401944,30.7467057101064,0,S11
26,55.87700722483912,13.206226438980973,70.35175879395076,31.366691560870876,0,S11
27,63.79931246969582,26.736960112652866,119.6581196580812,31.134173461824076,0,S11
28,67.97732997802724,25.09279265817273,120,30.88235294117048,0,S11
29,86.51996536869602,29.068630553902615,120,36.4900086880995,0,S11
30,98.77738916228377,27.97692548718945,119.6581196580812,38.85291396854784,0,S11
31,74.53312437347876,28.955032625420536,119.6581196580812,30.281182408079193,0,S11
32,57.65390774621432,10.81127929625135,68.18181818180973,40.69767441859683,2,S11
33,61.521785554092524,12.680049316473916,117.97752808987438,40.191387559818054,2,S11
34,76.18867668044601,33.00620955303454,120,40.50144648023897,2,S11
35,93.75833559306056,30.350266714398956,120,31.67420814479803,2,S11
36,81.37575512543148,29.037159759838026,120,39.47368421052679,2,S11
37,95.4974479648267,20.65518532578316,120,38.35616438355113,2,S11
38,91.53284129599837,19.547085670026508,109.09090909096321,32.889584964757695,2,S11
39,92.33317694229635,17.175159248950216,105.79345088164166,45.70184983676979,2,S11
40,94.81200298053764,14.84901512231309,107.4168797954379,33.35980937251749,2,S11
41,96.11256346508297,23.623261930240155,115.38461538461942,32.50773993807459,2,S11
42,92.02957557511213,20.947629115906736,112.00000000001359,32.43243243243403,2,S11
43,83.77806477212285,17.5220053260302,104.21836228289676,30.70175438596732,2,S11
44,80.91740978400128,20.20721502452885,106.32911392405553,30.7242136064424,0,S11
45,86.06404892375164,15.940505522760514,103.19410319408752,30.129124820660838,0,S11
46,85.38642754982219,18.249019008181335,101.94174757281823,30.814380044021323,0,S11
47,77.35102731805105,19.50224602519237,98.36065573768438,31.890660592258254,0,S11
48,73.93947160366886,18.278814140946526,100.71942446052876,31.06508875739649,0,S11
49,79.68123069677918,14.849730271891579,96.55172413792296,35.47297297296845,0,S11
50,76.38478939957093,18.082234097404946,95.45454545455334,36.87445127304105,0,S11
51,82.34515844904152,20.4093415589585,103.70370370374562,37.399821905611425,0,S11
52,87.17669820684858,15.707092722117663,106.06060606058072,39.21568627451633,0,S11
53,79.34958814769134,20.22149784271578,107.96915167114402,31.273268801192803,0,S11
54,79.95023318329729,20.20174181693871,102.94117647054418,34.39803439803814,0,S11
55,69.07145823691924,18.279642272427015,100.47846889943801,32.382420971476535,0,S11
56,64.19222863229079,15.805840667238048,86.4197530864094,32.15926493108182,0,S11
57,78.62009016571864,15.840773602001143,101.44927536226625,37.466547725233035,0,S11
58,72.73314444999097,18.577273457124864,104.47761194042899,30.612244897958615,0,S11
59,83.25401003546474,22.598448684593873,101.6949152542122,31.890660592250544,0,S11
60,80.38659294440659,16.20675926380133,100.71942446045186,33.68083400160562,4,S11
61,86.41573737146189,18.91658543810845,102.94117647054418,30.501089324619784,4,S11
62,91.17824354081986,16.5556468000327,108.24742268046008,33.68083400160562,4,S11
63,85.77354467979582,21.080731447469965,111.4058355436193,31.390134529147726,4,S11
64,85.82521398111628,19.376310703979648,107.41687979552535,34.624896949713744,4,S11
65,83.22282908473451,23.56957261981843,107.41687979552535,30.237580993519806,4,S11
66,83.43527961329713,17.388341887023365,105.00000000002387,33.20158102766655,4,S11
67,79.19331920241444,28.254338610843355,112.60053619301522,32.88958496477409,0,S11
0,88.41655074716662,14.247523393101163,102.94117647058873,41.257367387033405,0,S13
1,87.63743627242293,9.199465750060856,104.47761194029714,44.444444444444635,0,S13
2,85.59821341013269,8.986980083806824,100.23866348448625,46.306504961410845,1,S13
3,85.3298317595308,10.779868862324484,99.29078014184022,38.11252268602557,1,S13
4,88.74254967090569,6.0640389875685,99.76247030879581,77.20588235294201,1,S13
5,84.36577904359383,7.306697512538145,98.13084112149465,43.841336116911606,1,S13
6,87.62525220670013,9.622236223650527,95.89041095890047,45.1612903225828,1,S13
7,89.64232150667203,6.014045085718554,99.29078014184488,45.45454545454765,1,S13
8,88.5360205325638,11.377382779196713,103.70370370370487,44.39746300211559,1,S13
9,83.47110354656999,7.762332718752491,92.71523178808003,40.54054054054004,1,S13
10,84.65487531135858,11.271620496165955,99.76247030877695,41.05571847507415,1,S13
11,83.10140838147464,7.147364859106496,95.67198177676319,38.32116788321115,1,S13
12,87.70974152188481,8.603122548224325,105.2631578947486,43.47826086956536,1,S13
13,85.13624223780188,10.269590631639426,98.82352941177793,30.791788856305015,1,S13
14,85.90894969195352,7.288429030387428,99.05660377356875,44.4444444444437,1,S13
15,86.69466572626331,4.7357998323936314,97.44779582368768,70.3517587939789,1,S13
16,89.19460825693727,7.793219085921724,98.59154929574329,53.57142857143923,1,S13
17,84.52734022199316,7.460334687600647,94.59459459464188,44.63336875664364,1,S13
18,89.78721791738532,9.07595430116721,104.9999999999821,47.03247480403341,1,S13
19,88.33989290032846,7.762228768707969,95.89041095896145,41.501976284584494,1,S13
20,84.88046118075955,7.7703775809474624,93.1263858093269,43.79562043795969,1,S13
21,86.81262573440837,11.962602916469574,98.82352941175942,44.91978609626805,1,S13
22,85.89713910916228,6.5179206107033165,95.02262443441691,70.23411371237971,5,S13
23,81.95812142186347,7.4310508620347555,98.59154929578013,42.12637913741597,0,S13
24,85.22091602720832,2.7559906955185984,91.10629067246215,76.642335766439,0,S13
25,84.6192505083257,4.605949760166473,94.80812641083872,72.9166666666639,0,S13
26,85.79567009988115,11.241087380358932,102.68948655261497,44.30379746835647,0,S13
27,83.43178734680274,15.715741199789747,113.8211382113594,36.84210526315907,0,S13
28,86.72847086127157,12.35993437618592,104.4776119403049,40.61895551256214,3,S13
29,88.0283388132352,8.581745691132863,102.18978102192857,42.72634791455059,3,S13
30,86.5628762402935,9.899880540188994,99.29078014181685,44.39746300210439,3,S13
31,83.35156043503355,10.129626888674448,99.05660377364312,45.112781954881974,3,S13
32,87.17498895787934,7.946644491159223,100.71942446041342,64.22018348621656,3,S13
33,86.3276125357599,9.367064779197708,96.55172413788763,43.25437693098463,3,S13
34,85.12338720491375,11.36832800807765,100.47846889951454,40.737148399621226,3,S13
35,82.83310676252073,9.784106902130874,94.17040358744318,39.36269915651332,0,S13
36,80.68956517832785,9.533645771692019,95.02262443441691,38.18181818182134,0,S13
37,83.29275421978022,6.188343235051456,93.33333333330503,42.59634888437686,0,S13
38,82.41043425000508,12.000482368003041,96.33027522932484,43.659043659031774,0,S13
39,78.61466965148584,11.616121050948115,95.67198177679788,39.36269915651332,0,S13
40,77.74668911560337,6.854114262960537,90.32258064517718,58.33333333335691,4,S13
41,78.93047052408343,8.356805010455487,88.7949260042536,41.13614103818854,4,S13
42,74.59749672807828,9.362469876507484,89.36170212762845,40.15296367113321,4,S13
43,76.63734828297444,12.996468144941664,97.44779582368768,33.870967741924055,4,S13
44,78.38756307931558,10.885492651061988,93.12638580926118,42.29607250754194,4,S13
45,80.43351418206304,11.583503863779292,97.44779582361572,31.81818181818445,4,S13
46,82.23041864531496,10.577638377895106,96.9976905311489,39.810426540287104,0,S13
47,84.55041870452347,5.80553423678798,97.22222222221853,69.76744186045478,0,S13
48,87.73959725930713,15.598179509555552,109.94764397902671,35.413153456996575,0,S13
49,94.06383067551786,9.375554582220609,105.52763819095429,46.66666666666902,0,S13
50,94.40820241273856,12.262548898983523,112.60053619301522,46.61487236403647,0,S13
51,89.47023718777952,8.662047890039606,102.689486552575,42.7263479145575,0,S13
52,91.5057654818828,8.853545558370817,106.87022900752675,53.29949238580452,0,S13
53,103.327071052683,14.380229467096761,119.65811965818973,50.35971223020671,0,S13
54,108.09647491601666,14.609263359701217,120,40.93567251461357,0,S13
55,92.52107020203503,28.152673630147888,120,40.69767441859683,2,S13
56,91.85428041750058,27.46200406840379,119.65811965818973,40.97560975609574,2,S13
57,99.11232079984951,22.190448622999828,120,38.391224862893075,2,S13
58,106.38340546594367,11.132990001903316,120,53.63984674330798,2,S13
59,98.97802529694569,9.192806461983286,116.3434903047197,50.00000000000758,2,S13
60,94.24171193185062,25.358187279964127,119.31818181821326,40.30710172744518,2,S13
61,98.87020705752839,23.37707473214368,119.65811965797269,40.26845637584483,2,S13
62,99.39542221985964,9.994482006562746,117.97752808987438,59.57446808511253,2,S13
63,99.58997842195956,13.322805805856893,116.3434903047197,37.4331550802085,2,S13
64,94.51135325111659,10.246581361242272,107.14285714286758,41.17647058823052,2,S13
65,98.50051288312635,13.06033615537168,118.98016997166465,40.15296367113321,2,S13
66,81.58585823719532,14.521849794674425,110.52631578950808,37.46654772524368,0,S13
67,81.44746423148877,7.190216672940628,93.33333333337106,38.88888888889315,0,S13
68,83.04035145781384,5.036871540453336,95.89041095882207,71.91780821914269,0,S13
69,82.84429873682387,6.165926630800019,95.67198177679788,67.52411575561437,0,S13
70,89.32156522871867,9.709501886574207,102.68948655265493,48.4988452656101,0,S13
71,84.58638047163976,9.580881202785875,98.59154929570644,47.72727272727667,6,S13
72,81.21526928676523,15.522384621102585,105.00000000002387,31.180400890874324,0,S13
73,77.79675191307948,8.339624074789887,90.12875536486246,36.681222707427075,0,S13
74,76.57733057262321,6.796157847186569,94.38202247179824,62.40713224367217,0,S13
75,77.4085096814862,9.39294700899503,90.71274298055941,35.383319292328515,0,S13
76,77.41975320069105,8.409779157407394,93.95973154373351,35.653650254675206,0,S13
77,78.07444257133069,7.220412322116226,94.17040358744318,40.93567251462627,0,S13
78,76.43660207332057,3.704611765986886,85.71428571430799,66.03773584907889,0,S13
79,77.76663421727974,6.3802584445372394,92.51101321580417,64.91499227198567,0,S13
80,77.33645702551249,6.560875978801501,88.60759493671294,40.97560975608302,0,S13
81,82.1769245773984,8.34455750064991,98.5915492958538,44.91978609626805,0,S13
82,81.79386316552034,12.26363091204992,97.22222222229017,45.751633986940256,0,S13
83,73.66696521222781,8.904366762204596,87.68267223383778,38.88888888888168,4,S13
84,73.34349948392854,9.116195314769941,87.68267223383778,52.56570713393678,4,S13
85,72.84507693206494,12.267706906514407,91.10629067249361,36.84210526315907,4,S13
86,71.43365446148253,11.595496930274768,91.10629067249361,33.707865168544146,4,S13
87,76.09571220175029,12.677641076316146,94.17040358744318,32.63403263403291,4,S13
88,79.73476262397054,10.13045540070268,92.1052631577948,43.6137071651209,4,S13
89,81.78082299894811,9.869966382675063,95.45454545455334,37.73584905660032,4,S13
90,80.64500488482315,5.625591365040519,90.12875536486246,42.90091930540189,0,S13
91,79.96847501338955,8.597258820283447,94.8081264107706,45.45454545452416,0,S13
92,100.72495466605424,15.288698198955338,115.70247933878152,67.85137318257684,0,S13
0,66.56407251259732,16.90635966370608,92.30769230769226,33.870967741935466,0,S14
1,63.106213918904864,14.487492019760637,87.50000000000031,33.07086614173224,1,S14
2,66.01621134082876,12.948189647506291,83.49900596421375,33.14917127071819,1,S14
3,67.76610770226739,15.755294326726744,94.8081264108302,31.460674157303586,1,S14
4,68.34772120073326,15.281641216458288,93.12638580931048,31.273268801190948,1,S14
5,69.48482950067988,13.19816510510795,87.86610878661243,34.56790123456602,1,S14
6,68.03906865131748,8.744985034989666,75.9493670886111,35.47297297297322,1,S14
7,71.70151590195024,16.70455459919732,90.32258064517718,30.107526881720577,1,S14
8,72.97498210588695,7.6134810267433,85.02024291499251,38.07796917497429,1,S14
9,76.93266821911544,20.332952368429424,119.6581196580812,32.76131045242058,1,S14
10,70.1384905121438,27.949006826717543,104.9999999999821,30.36876355748389,1,S14
11,74.07147770637836,33.640464912192776,112.29946524064144,32.786885245902944,1,S14
12,72.38171516642444,31.8442871645208,120,30.434782608692743,1,S14
13,67.52787353486563,28.790573720630046,117.97752808982163,31.914893617015565,1,S14
14,64.44388655073668,24.553668821723726,117.97752808987438,30.129124820660838,1,S14
15,56.43616467949242,22.36386541024364,118.98016997166465,30.172413793098855,1,S14
16,66.19558861426144,17.93978060840698,97.90209790206241,30.814380044024922,1,S14
17,64.02288124191858,14.748856185733906,76.50273224045921,35.71428571428436,1,S14
18,69.94423808503619,19.064656884515145,120,34.313725490190315,1,S14
19,55.33382982167012,12.705797490533087,68.40390879480489,32.18390804597824,1,S14
20,64.16566632331391,11.855632719867241,72.28915662649256,34.825870646782086,1,S14
21,54.28695401589912,12.771139085146753,69.76744186045478,33.573141486808744,5,S14
22,63.22625434627248,11.735658747191527,72.66435986160062,45.258620689658635,0,S14
23,68.294308014472,0.47113530062244185,68.62745098039848,67.9611650485455,0,S14
24,69.71343247398134,0.73635446901619,70.23411371237971,69.19275123558297,0,S14
25,56.87201749000736,13.104756796568177,70.82630691399315,34.20195439739358,0,S14
26,61.07050846471114,21.045253283350284,118.30985915495383,35.443037974685176,0,S14
27,57.36570083462617,15.00949641558012,73.5551663748099,30.08595988538968,0,S14
28,70.11117497807119,35.0369720175027,118.30985915495383,30.172413793102304,0,S14
29,93.27258664324266,31.158925391038398,119.65811965818973,31.319910514540666,0,S14
30,70.37843793509762,27.585661266128835,116.99164345401944,30.85966201322425,0,S14
31,78.42327023467575,26.393712992034203,108.52713178293604,30.905077262689723,0,S14
32,83.85281219983648,25.903456065637435,110.81794195248106,31.29657228018291,2,S14
33,74.52387512983927,21.605744145247268,105.52763819095429,34.59637561779149,2,S14
34,75.60890864914249,13.201923614198053,91.90371991247851,38.35616438356228,2,S14
35,68.08858147405415,19.6564042435662,95.67198177679788,30.390738060784116,2,S14
36,79.14813125131921,14.74356091225607,97.67441860462637,38.426349496806374,2,S14
37,74.11007340771505,15.665146305250158,94.38202247193325,35.35353535353638,2,S14
38,70.41823492304135,19.74743391101433,102.689486552575,32.91536050156684,2,S14
39,71.20854308358274,17.813508199936816,87.49999999999669,37.23404255319533,2,S14
40,75.31581729966102,12.089891576600643,90.32258064523903,37.60071620412099,2,S14
41,72.45821866616538,8.81145275045962,80.76923076921946,33.492822966504846,2,S14
42,76.10272531858341,8.84122643254153,89.74358974354057,40.42348411934425,2,S14
43,71.72155776831616,4.1858332650154075,80,62.78026905829545,0,S14
44,71.60096495579447,10.840359409968201,82.35294117648674,35.50295857988051,0,S14
45,78.8193276300681,9.77902414587066,88.79492600419384,37.7019748653536,0,S14
46,71.67963592735954,17.308728224907107,98.59154929578013,33.43949044586849,0,S14
47,77.73686579340232,22.41994995645614,101.20481927702859,32.061068702289184,0,S14
48,78.06352796928621,17.96928388720413,93.1263858093269,30.724213606435246,0,S14
49,73.9321510863966,17.947594705041112,92.30769230774398,30.67932797661802,6,S14
50,75.7953845892343,19.401459604680927,94.80812641090684,30.973451327430638,0,S14
51,71.76404342593888,20.30433977299442,95.89041095882207,30.81438004401413,0,S14
52,76.23447611827565,15.106350873491891,89.74358974347952,38.602941176476655,0,S14
53,78.45816226443148,17.34397519906601,99.76247030885239,32.18390804597432,0,S14
54,81.67503811246716,17.03946390534408,105.52763819103869,36.93931398416036,0,S14
55,78.83499132830322,21.477981928658714,102.68948655249508,30.194104960468312,0,S14
56,90.11016223232451,15.1667259757087,100.96153846158614,32.4825986078879,0,S14
57,82.06819697007333,7.712368079538701,93.1263858093269,46.10318331502627,0,S14
58,72.5597139718648,10.894128619278765,85.88957055218941,35.6839422259887,0,S14
59,74.44624151645047,12.797215773102018,93.33333333323901,34.25774877652361,0,S14
60,74.57685367889891,9.859069511332196,85.36585365851954,39.32584269662479,0,S14
61,72.07902725286908,11.433455818678125,82.67716535433189,35.80562659846958,4,S14
62,74.62407428853545,6.947136440533596,85.0202429150336,40.03813155386512,4,S14
63,75.48828789235938,15.52237750889941,99.29078014185421,32.71028037382445,4,S14
64,79.78297381378309,25.740250588034264,96.55172413792296,34.59637561779149,4,S14
0,83.52124837151574,8.57305244889124,94.17040358744318,40.97560975609758,0,S15
1,79.6063082067429,13.2408767778158,100.96153846153786,30.612244897959282,0,S15
2,78.12696381073904,11.25506560937205,97.67441860465348,42.04204204204213,1,S15
3,77.69287275589092,13.654257341661603,102.94117647058935,39.25233644859786,1,S15
4,81.35350554948609,10.24381606596413,92.920353982296,42.639593908629834,1,S15
5,80.22309287464783,12.78525953653939,107.96915167094522,32.159264931086724,1,S15
6,83.40778591855911,10.002114636145546,94.38202247190794,34.09090909090816,1,S15
7,78.63989494802684,12.534268222358707,98.82352941175942,37.803780378039306,1,S15
8,81.00983897488169,8.486253692638538,91.70305676855813,44.4444444444437,1,S15
9,80.48761888610665,12.603264674561684,94.17040358744318,41.501976284584494,1,S15
10,79.02322826848447,10.955976735265448,90.51724137931727,40.501446480229646,1,S15
11,82.96515688471685,7.351970224909584,95.0226244343998,44.63336875664364,1,S15
12,76.87496961763631,9.722283844159389,94.17040358744318,36.30077787381249,1,S15
13,79.45429975333442,8.964649563846422,95.45454545455334,39.62264150943345,1,S15
14,81.84005281445623,10.548827354390449,95.67198177676319,30.28118240807572,1,S15
15,82.83566582097781,7.215042894702619,93.54120267260086,44.63336875663986,1,S15
16,84.05122057937166,10.557703952159455,98.36065573768438,40.501446480229646,1,S15
17,81.25992025182788,10.75435731942149,102.94117647058434,30.412744388119158,1,S15
18,82.93942638683134,9.199610750389448,93.5412026725677,42.467138523769734,1,S15
19,81.4195536070688,13.308866085401123,100.47846889951454,30.859662013227858,1,S15
20,78.5485681898554,6.282602086093533,87.49999999999669,39.810426540287104,1,S15
21,83.2693334567176,13.032837589267253,103.44827586208194,32.061068702289184,1,S15
22,79.43984024614612,9.747511228964445,93.75000000001866,41.874376869393835,0,S15
23,71.8788796822536,5.4842698490395625,83.00395256918205,40.69767441860311,5,S15
24,74.10374603237507,6.169034095079264,87.13692946056563,35.92814371257329,0,S15
25,76.28291494007512,11.870341618195567,99.05660377356875,38.35616438356228,0,S15
26,74.19828973411869,8.117855548497394,87.68267223380865,35.53299492386011,0,S15
27,80.67143264847326,8.451903079593798,96.10983981691103,62.78026905829545,3,S15
28,74.72715838741108,2.3358797100238227,78.79924953094111,69.88352745424568,3,S15
29,75.87773899619383,13.900966103134133,99.5260663507478,32.967032967038236,3,S15
30,76.53595925892648,3.0779619216367964,86.77685950410516,70.46979865769349,3,S15
31,79.975585556784,6.356600412049396,93.9597315436666,64.02439024392072,3,S15
32,82.23271241072266,17.461008007631165,112.29946524068923,38.28623518687161,3,S15
33,84.40438027343511,14.786289370281153,115.38461538461942,38.147138964576904,3,S15
34,78.73341026841226,6.946651985247888,96.55172413792296,39.77272727272577,7,S15
35,77.22290121681657,9.48961427445567,95.671981776728515,38.391224862881906,0,S15
36,81.61680469453674,9.454381892981772,105.79345088164166,43.209876543218854,0,S15
37,75.164219073958,8.257160643651684,94.80812641090684,61.76470588235542,0,S15
38,68.1568254873922,8.863459701954035,84.33734939762086,33.626901521221235,4,S15
39,69.17762266825851,7.775500480520174,81.71206225680413,35.897435897440644,4,S15
40,70.69492736473018,7.650030006417412,80.45977011494561,37.03703703702914,4,S15
41,72.35039309560626,5.658370939297692,84.67741935485361,58.659217877103615,4,S15
